,Mock_A,Mock_B,Mock_C,Mock_D,Time12_A,Time12_B,Time12_C,Time12_D,Time24_A,Time24_B,Time24_C,Time24_D,Time72_A,Time72_B,Time72_C,Time72_D
Ca_02455.1|Ca_LG_1:35976241-35978610|minus|,42,60,35,50,165,126,148,158,76,262,119,102,21,34,34,3
Ca_02455.2|Ca_LG_1:35975955-35978610|minus|,45,49,39,50,164,137,133,153,105,272,106,88,21,23,47,5
Ca_02456.1|Ca_LG_1:35981435-35984984|plus|,19,29,18,9,7,10,20,26,10,7,6,2,0,0,1,0
Ca_02457.1|Ca_LG_1:35985316-35988748|minus|,250,251,243,280,717,520,544,767,685,799,422,503,391,590,530,40
Ca_02458.1|Ca_LG_1:35991749-35992606|minus|,11,41,10,15,3,1,3,1,6,3,3,0,0,0,3,0
Ca_02459.1|Ca_LG_1:36004691-36005620|plus|,612,709,354,842,715,889,1058,602,1158,2484,1463,414,177,173,421,13
Ca_02460.1|Ca_LG_1:36008428-36020519|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ca_02461.1|Ca_LG_1:36024037-36030098|plus|,2,13,4,1,2,1,2,0,1,1,1,1,0,0,1,0
Ca_02462.1|Ca_LG_1:36030447-36032909|minus|,167,218,173,247,577,407,416,494,426,1002,403,221,110,132,84,11
Ca_02463.1|Ca_LG_1:36034304-36036679|minus|,227,449,160,225,564,449,491,439,350,814,472,269,63,52,66,1
Ca_02464.1|Ca_LG_1:36039822-36040641|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02465.1|Ca_LG_1:36041505-36044299|minus|,483,892,351,538,1133,1068,1367,952,966,2620,1275,543,82,129,110,3
Ca_02466.1|Ca_LG_1:36046612-36051838|plus|,108,251,131,140,1579,1928,1264,1495,1196,1739,908,898,104,290,225,23
Ca_02467.1|Ca_LG_1:36053253-36055933|plus|,0,0,0,0,0,0,3,2,0,1,0,1,1,1,1,0
Ca_02468.1|Ca_LG_1:36057230-36058586|plus|,0,0,0,0,9,6,3,4,1,3,0,1,5,4,2,0
Ca_02469.1|Ca_LG_1:36061497-36068241|plus|,470,545,453,475,2996,2630,2387,2982,2163,3898,2032,1702,406,737,829,86
Ca_02470.1|Ca_LG_1:36094649-36095444|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02471.1|Ca_LG_1:36099963-36104570|minus|,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Ca_02472.1|Ca_LG_1:36126542-36130029|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02473.1|Ca_LG_1:36133497-36136599|minus|,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ca_02474.1|Ca_LG_1:36140699-36142432|minus|,9,19,15,15,19,9,19,6,22,47,14,7,1,1,1,0
Ca_02475.1|Ca_LG_1:36148063-36154963|plus|,1,16,3,3,0,0,1,2,0,0,0,0,0,0,0,0
Ca_02476.1|Ca_LG_1:36166303-36166698|plus|,60,56,54,89,657,272,582,1085,983,331,349,407,1034,1169,1260,85
Ca_02477.1|Ca_LG_1:36181798-36184768|plus|,661,850,644,658,1073,995,1244,948,1137,2515,1236,435,239,241,385,36
Ca_02478.1|Ca_LG_1:36186402-36188352|minus|,531,687,408,540,996,1117,1483,903,1254,2794,1381,596,140,172,243,26
Ca_02479.1|Ca_LG_1:36190007-36193734|minus|,569,987,464,587,700,821,1401,431,1208,3149,1432,147,10,5,21,0
Ca_02480.1|Ca_LG_1:36197152-36200780|minus|,95,108,72,81,60,41,39,31,66,172,69,21,0,7,8,0
Ca_02481.1|Ca_LG_1:36214221-36219241|plus|,3,1,2,8,1,0,1,0,0,10,1,0,0,0,1,0
Ca_02482.1|Ca_LG_1:36230680-36235724|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02483.1|Ca_LG_1:36241564-36243069|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02484.1|Ca_LG_1:36248136-36252855|plus|,9,16,6,5,0,0,2,0,3,10,2,0,0,0,0,0
Ca_02485.1|Ca_LG_1:36253575-36259101|minus|,1,2,1,1,0,2,4,2,2,1,0,4,0,0,0,0
Ca_02486.1|Ca_LG_1:36262425-36264779|minus|,41,47,26,43,263,196,269,455,158,286,104,117,56,152,28,1
Ca_02487.1|Ca_LG_1:36268939-36273470|plus|,5,6,3,1,40,199,181,57,263,363,141,103,33,93,204,1
Ca_02488.1|Ca_LG_1:36274271-36279120|plus|,53,158,50,52,79,79,108,77,146,341,128,46,2,8,19,0
Ca_02489.1|Ca_LG_1:36281321-36281845|plus|,3,2,1,1,676,374,339,581,304,278,136,164,22,60,112,4
Ca_02490.1|Ca_LG_1:36283553-36285049|minus|,51,145,30,42,68,64,137,39,86,226,99,7,0,0,0,0
Ca_02491.1|Ca_LG_1:36288540-36294925|minus|,444,399,369,372,1073,1303,2250,857,2256,4152,2544,1002,16,32,29,2
Ca_02492.1|Ca_LG_1:36314460-36318585|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02493.1|Ca_LG_1:36321677-36323691|plus|,0,0,0,0,5,0,4,1,2,8,3,2,0,0,1,0
Ca_02494.1|Ca_LG_1:36327203-36333310|plus|,395,558,325,474,684,680,897,674,711,1433,769,410,247,499,368,19
Ca_02495.1|Ca_LG_1:36340202-36344704|plus|,1008,1234,746,1645,59,269,221,125,201,578,293,38,17,3,52,4
Ca_02496.1|Ca_LG_1:36345741-36346776|minus|,9,15,6,8,70,68,65,67,42,104,65,34,3,9,7,0
Ca_02497.1|Ca_LG_1:36347531-36351178|plus|,95,134,67,82,93,82,120,55,140,397,172,63,5,9,8,1
Ca_02498.1|Ca_LG_1:36355328-36356894|plus|,37,188,20,55,2,0,2,2,5,0,0,0,0,0,0,0
Ca_02499.1|Ca_LG_1:36357363-36366265|plus|,33,82,23,10,15,9,25,0,45,130,57,3,0,0,2,0
Ca_02500.1|Ca_LG_1:36366936-36368097|minus|,5,43,5,8,4,0,3,2,8,7,7,3,0,0,0,0
Ca_02501.1|Ca_LG_1:36372816-36375865|plus|,68,103,101,96,169,209,172,181,165,312,181,115,58,76,80,1
Ca_02502.1|Ca_LG_1:36376893-36380392|plus|,63,144,91,38,142,150,264,70,158,439,184,82,11,14,25,9
Ca_02503.1|Ca_LG_1:36381160-36381636|minus|,0,2,4,0,0,0,0,0,0,2,3,0,0,0,2,0
Ca_02504.1|Ca_LG_1:36390577-36392172|minus|,27,35,37,11,0,0,8,1,1,2,0,0,0,0,1,0
Ca_02505.1|Ca_LG_1:36412918-36419123|plus|,145,198,144,147,202,229,379,247,301,742,285,169,24,39,72,4
Ca_02506.1|Ca_LG_1:36424431-36428888|plus|,2,2,0,1,5,1,9,4,1,3,2,0,2,0,1,0
Ca_02507.1|Ca_LG_1:36431062-36435752|plus|,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0
Ca_02508.1|Ca_LG_1:36442867-36451459|plus|,0,2,0,2,276,221,252,243,230,169,398,86,132,141,252,26
Ca_02509.1|Ca_LG_1:36465226-36481224|minus|,3275,4149,2842,2669,10361,6110,16783,2868,7598,21780,10348,2131,160,270,403,23
Ca_02510.1|Ca_LG_1:36505882-36508534|minus|,180,157,180,226,190,210,254,184,230,561,228,140,29,53,59,3
Ca_02511.1|Ca_LG_1:36517755-36522118|minus|,184,212,185,260,181,210,243,182,328,614,275,198,71,123,98,15
Ca_02512.1|Ca_LG_1:36525007-36529402|plus|,16,27,18,16,4,2,13,2,24,51,24,6,0,0,2,0
Ca_02513.1|Ca_LG_1:36535619-36536703|plus|,36,47,32,43,22,31,52,27,49,127,44,4,0,0,3,0
Ca_02514.1|Ca_LG_1:36536816-36540474|minus|,68,51,24,52,8,2,15,3,22,30,9,5,0,0,0,0
Ca_02515.1|Ca_LG_1:36560608-36564410|minus|,8,16,2,1,53,37,98,68,96,36,54,85,106,271,146,30
Ca_02516.1|Ca_LG_1:36567245-36572261|minus|,15,28,4,22,3213,1122,2507,2168,2218,2032,1178,1676,525,1291,711,91
Ca_02517.1|Ca_LG_1:36573505-36581181|plus|,86,110,90,100,121,102,117,112,162,325,162,71,49,65,54,6
Ca_02518.1|Ca_LG_1:36583827-36588478|plus|,11,4,12,4,0,1,1,2,2,13,2,0,0,0,0,0
Ca_02519.1|Ca_LG_1:36589625-36592204|minus|,0,0,0,0,2,1,1,0,1,3,0,0,0,0,0,0
Ca_02520.1|Ca_LG_1:36606200-36607644|plus|,4,1,1,5,8,7,8,21,15,18,5,7,2,1,4,0
Ca_02521.1|Ca_LG_1:36616479-36617854|plus|,0,19,7,0,3,5,17,8,7,8,10,7,2,10,2,0
Ca_02522.1|Ca_LG_1:36621014-36626820|minus|,47,117,44,60,26,45,58,28,95,266,73,21,0,0,3,0
Ca_02523.1|Ca_LG_1:36634869-36637084|plus|,751,1128,644,1257,1013,1390,1657,962,1398,3461,1731,462,148,208,279,20
Ca_02524.1|Ca_LG_1:36661720-36663855|minus|,85,36,77,37,540,296,106,265,279,588,891,68,0,0,2,0
Ca_02525.1|Ca_LG_1:36688764-36695140|plus|,716,727,695,762,314,447,618,268,533,1154,508,187,49,77,96,7
Ca_02526.1|Ca_LG_1:36696488-36697009|plus|,40,73,23,55,8,12,11,2,15,34,14,8,0,0,0,0
Ca_02527.1|Ca_LG_1:36700512-36703258|plus|,393,557,537,593,415,788,1146,549,522,1397,708,343,158,89,305,7
Ca_02528.1|Ca_LG_1:36707264-36708346|plus|,1,4,1,0,4,3,2,4,1,2,1,0,0,0,0,0
Ca_02529.1|Ca_LG_1:36709269-36712506|minus|,105,153,121,123,121,125,139,76,159,381,166,61,30,44,32,5
Ca_02530.1|Ca_LG_1:36717862-36721726|plus|,150,259,137,69,91,60,70,114,161,427,140,74,22,14,24,1
Ca_02531.1|Ca_LG_1:36726221-36729238|plus|,0,2,0,0,9,0,15,19,0,0,0,3,2,0,5,0
Ca_02532.1|Ca_LG_1:36734660-36737931|plus|,2,1,0,1,6,2,2,6,2,22,10,5,0,0,0,0
Ca_02533.1|Ca_LG_1:36740135-36743725|plus|,46,116,40,60,20,19,27,12,35,114,52,1,0,0,0,0
Ca_02534.1|Ca_LG_1:36744869-36747274|plus|,30,46,34,33,12,15,12,2,32,62,40,1,0,0,2,0
Ca_02535.1|Ca_LG_1:36748955-36751085|minus|,82,295,43,68,146,175,369,89,161,633,216,6,0,1,1,0
Ca_02536.1|Ca_LG_1:36753935-36769177|plus|,23,78,17,27,34,9,8,21,14,30,15,3,0,1,2,0
Ca_02537.1|Ca_LG_1:36770229-36773406|plus|,30,57,26,17,40,36,55,41,57,106,75,19,1,6,4,1
Ca_02538.1|Ca_LG_1:36775826-36779409|plus|,182,300,154,200,230,313,408,232,330,1103,464,88,35,27,27,2
Ca_02539.1|Ca_LG_1:36784477-36785145|plus|,0,14,0,0,0,4,4,0,6,0,0,7,0,0,0,0
Ca_02540.1|Ca_LG_1:36791342-36795153|plus|,57,85,54,38,46,61,96,50,71,117,94,51,10,19,13,2
Ca_02540.2|Ca_LG_1:36791287-36795153|plus|,37,65,35,44,66,76,72,41,71,129,71,52,13,18,13,1
Ca_02541.1|Ca_LG_1:36795943-36796269|minus|,1,1,1,1,9,5,0,6,14,10,3,9,5,3,4,0
Ca_02542.1|Ca_LG_1:36799747-36800802|minus|,1,6,1,2,0,0,2,0,0,4,5,0,0,0,0,0
Ca_02543.1|Ca_LG_1:36802410-36803744|plus|,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ca_02544.1|Ca_LG_1:36816117-36821693|minus|,39,37,22,16,4,6,5,4,26,56,8,1,1,0,0,0
Ca_02545.1|Ca_LG_1:36823265-36824687|plus|,695,689,314,828,0,0,2,19,43,157,25,0,0,0,0,0
Ca_02546.1|Ca_LG_1:36824725-36827668|minus|,58,242,34,116,150,105,152,70,197,360,207,87,6,3,21,0
Ca_02547.1|Ca_LG_1:36828230-36829587|minus|,144,88,47,58,3689,4317,1219,6219,2234,4517,2114,1236,11,15,12,0
Ca_02548.1|Ca_LG_1:36832488-36833976|plus|,22,6,7,4,11,11,7,4,13,6,15,3,0,0,2,0
Ca_02549.1|Ca_LG_1:36834308-36840260|minus|,248,360,276,142,90,117,166,75,684,2042,699,141,30,64,56,4
Ca_02550.1|Ca_LG_1:36842354-36847195|minus|,6,12,2,2,1,2,0,0,6,11,7,0,0,0,0,0
Ca_02551.1|Ca_LG_1:36849923-36854910|plus|,312,391,303,297,369,250,417,185,480,1000,413,170,97,202,142,23
Ca_02552.1|Ca_LG_1:36856320-36862170|plus|,685,612,598,753,429,351,598,287,849,1674,733,193,104,113,111,18
Ca_02553.1|Ca_LG_1:36863744-36865633|minus|,22,18,20,40,11,9,8,12,5,23,8,5,5,0,0,0
Ca_02554.1|Ca_LG_1:36876627-36888284|plus|,351,354,461,390,1140,919,1052,1095,845,1678,820,777,265,342,243,37
Ca_02555.1|Ca_LG_1:36889928-36896259|plus|,317,727,277,349,955,1267,1296,960,893,2573,1260,434,122,207,240,21
Ca_02556.1|Ca_LG_1:36899508-36902842|plus|,383,283,353,349,729,383,687,260,1289,1581,740,558,291,515,376,48
Ca_02557.1|Ca_LG_1:36903046-36905281|minus|,1263,433,382,842,58,55,245,42,387,692,80,1,0,0,0,0
Ca_02558.1|Ca_LG_1:36907141-36913309|minus|,203,127,107,120,29,18,118,5,99,443,46,3,0,0,1,0
Ca_02559.1|Ca_LG_1:36914327-36918911|minus|,120,148,100,128,72,109,139,49,116,304,142,27,3,2,9,0
Ca_02559.2|Ca_LG_1:36914313-36918911|minus|,126,117,107,109,50,124,110,52,110,310,152,47,5,2,9,0
Ca_02560.1|Ca_LG_1:36929643-36930888|plus|,396,1237,253,280,2009,4310,1286,1414,731,3233,1680,390,0,0,2,1
Ca_02561.1|Ca_LG_1:36931949-36937185|minus|,391,641,420,358,724,355,951,485,812,1234,486,373,130,199,232,18
Ca_02562.1|Ca_LG_1:36939196-36944414|plus|,371,582,411,381,491,564,759,510,756,1528,777,305,110,184,187,25
Ca_02563.1|Ca_LG_1:36946155-36950026|plus|,151,175,122,98,195,91,187,90,208,472,213,81,183,45,75,2
Ca_02564.1|Ca_LG_1:36951807-36961972|plus|,28,31,12,61,3,4,10,3,17,52,16,0,2,0,0,0
Ca_02565.1|Ca_LG_1:36963865-36967244|minus|,153,192,61,145,26,54,88,26,141,345,171,7,0,1,1,0
Ca_02566.1|Ca_LG_1:36970536-36972952|plus|,12,27,9,4,345,515,262,307,91,224,217,38,6,27,6,0
Ca_02567.1|Ca_LG_1:36975514-36975840|plus|,63,63,30,33,1661,1926,695,2035,759,606,583,1082,69,107,102,16
Ca_02568.1|Ca_LG_1:36985370-36985672|plus|,10,20,5,4,7,2,3,10,8,5,14,0,0,0,0,0
Ca_02569.1|Ca_LG_1:36995985-36997360|plus|,153,154,120,157,396,397,417,347,338,1059,407,244,37,79,95,7
Ca_02570.1|Ca_LG_1:36998812-37002974|plus|,95,142,79,107,210,169,220,157,185,515,236,79,7,4,13,1
Ca_02571.1|Ca_LG_1:37007663-37013121|plus|,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Ca_02572.1|Ca_LG_1:37024686-37027375|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02573.1|Ca_LG_1:37043948-37046857|plus|,34,40,28,42,10,10,40,6,28,83,21,2,0,0,0,0
Ca_02574.1|Ca_LG_1:37048576-37051033|minus|,91,74,59,54,36,46,81,47,81,237,118,16,10,5,19,2
Ca_02575.1|Ca_LG_1:37055087-37056260|minus|,648,630,429,811,536,373,381,290,406,803,532,98,16,11,19,1
Ca_02576.1|Ca_LG_1:37059823-37062262|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02577.1|Ca_LG_1:37071354-37071683|plus|,27,152,4,53,17,6,1,5,65,64,17,18,0,0,0,0
Ca_02578.1|Ca_LG_1:37073648-37074275|minus|,84,464,6,15,3,8,2,0,4,11,4,2,0,0,0,0
Ca_02579.1|Ca_LG_1:37081564-37084954|minus|,320,880,220,434,176,148,240,134,275,604,267,21,6,4,5,0
Ca_02580.1|Ca_LG_1:37090515-37100026|plus|,171,253,224,180,214,254,370,195,265,650,343,196,64,89,66,8
Ca_02581.1|Ca_LG_1:37100791-37102256|plus|,275,525,206,306,388,382,400,263,397,1261,580,181,21,25,40,0
Ca_02582.1|Ca_LG_1:37104194-37106959|minus|,30,66,16,15,14,6,27,10,23,45,36,10,1,10,12,0
Ca_02583.1|Ca_LG_1:37108549-37115022|minus|,179,241,193,288,425,447,385,446,403,902,501,292,69,71,134,14
Ca_02584.1|Ca_LG_1:37117228-37123474|plus|,34,51,42,45,75,73,94,75,126,258,130,41,8,30,12,4
Ca_02585.1|Ca_LG_1:37124455-37125969|minus|,28,47,27,50,231,222,178,227,61,197,84,56,3,7,0,0
Ca_02586.1|Ca_LG_1:37127345-37136881|plus|,432,654,422,319,815,765,1161,688,1000,2552,1228,409,76,124,107,18
Ca_02587.1|Ca_LG_1:37137368-37137845|minus|,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ca_02588.1|Ca_LG_1:37142915-37145295|minus|,1056,2340,784,1210,1822,1544,2288,1070,1494,4094,1990,223,36,22,60,1
Ca_02589.1|Ca_LG_1:37149855-37155311|minus|,117,144,68,78,27,33,73,33,81,119,48,39,15,39,18,5
Ca_02590.1|Ca_LG_1:37163710-37165209|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02591.1|Ca_LG_1:37165612-37167441|plus|,4,5,3,6,7,7,1,2,5,3,14,0,0,0,0,0
Ca_02592.1|Ca_LG_1:37171705-37172845|minus|,54,51,53,54,17,13,13,9,19,41,16,2,0,2,2,0
Ca_02593.1|Ca_LG_1:37180920-37183437|plus|,75,292,56,41,120,167,361,48,207,863,328,11,1,13,10,1
Ca_02594.1|Ca_LG_1:37184601-37187292|minus|,179,215,98,263,160,145,215,107,179,447,220,79,5,4,3,0
Ca_02595.1|Ca_LG_1:37226642-37227703|minus|,4,20,10,11,23,9,34,15,31,18,10,13,1,11,3,0
Ca_02596.1|Ca_LG_1:37236894-37240584|plus|,141,207,121,119,440,326,422,444,329,658,304,239,62,110,92,13
Ca_02597.1|Ca_LG_1:37241875-37245615|plus|,204,1226,228,224,448,600,905,274,1164,3404,1487,80,8,11,22,8
Ca_02598.1|Ca_LG_1:37247537-37254552|plus|,134,423,116,98,166,258,517,98,354,1353,725,37,7,8,20,1
Ca_02599.1|Ca_LG_1:37254737-37257307|minus|,506,609,426,547,1483,1312,1408,1458,1013,2302,1108,559,139,288,518,24
Ca_02600.1|Ca_LG_1:37261572-37262373|minus|,8,18,8,14,17,17,13,26,16,77,29,0,0,0,0,0
Ca_02601.1|Ca_LG_1:37269275-37270624|minus|,1260,1090,1368,1588,341,346,436,448,734,832,373,144,164,58,284,15
Ca_02602.1|Ca_LG_1:37274620-37283511|plus|,615,614,619,704,375,304,387,309,362,828,338,122,18,7,63,0
Ca_02603.1|Ca_LG_1:37285039-37285617|plus|,18,19,10,33,89,55,68,101,74,42,21,39,19,31,20,2
Ca_02604.1|Ca_LG_1:37286411-37287879|minus|,93,116,80,114,181,140,165,143,204,282,155,151,15,20,38,6
Ca_02605.1|Ca_LG_1:37302168-37304046|plus|,201,149,247,308,42,55,35,47,94,163,32,33,132,96,116,10
Ca_02606.1|Ca_LG_1:37306936-37310745|plus|,115,145,72,112,39,30,41,21,31,111,42,17,7,5,10,0
Ca_02607.1|Ca_LG_1:37320903-37321332|plus|,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02608.1|Ca_LG_1:37323804-37327956|minus|,24,13,18,16,19,12,27,21,25,49,22,11,21,48,16,2
Ca_02609.1|Ca_LG_1:37344307-37347282|minus|,266,607,258,381,130,181,359,99,254,596,334,14,1,0,1,0
Ca_02610.1|Ca_LG_1:37351069-37352702|plus|,42,51,4,60,1,4,23,3,8,9,2,2,0,0,0,0
Ca_02611.1|Ca_LG_1:37360338-37362520|plus|,41,99,27,31,496,273,356,242,614,1130,632,386,97,177,145,19
Ca_02612.1|Ca_LG_1:37366621-37370247|plus|,84,143,90,62,237,356,643,223,386,1141,467,95,3,0,0,0
Ca_02613.1|Ca_LG_1:37372869-37377326|plus|,677,770,455,942,1269,1158,1621,1049,1353,2953,1533,503,66,131,124,4
Ca_02614.1|Ca_LG_1:37377519-37380734|minus|,51,142,55,51,7,7,10,3,11,14,11,0,1,0,5,0
Ca_02615.1|Ca_LG_1:37382075-37390357|plus|,65,79,59,58,263,207,254,269,235,358,179,157,61,130,84,0
Ca_02616.1|Ca_LG_1:37393367-37396084|minus|,11,5,4,8,0,2,0,0,0,0,2,0,0,0,0,0
Ca_02617.1|Ca_LG_1:37398129-37401479|plus|,155,279,71,124,63,61,108,87,122,172,150,25,0,0,2,1
Ca_02618.1|Ca_LG_1:37406565-37407041|plus|,0,0,0,0,2,0,2,0,0,5,1,0,0,0,0,0
Ca_02619.1|Ca_LG_1:37416372-37416958|plus|,0,1,0,0,57,58,17,34,44,76,50,8,2,0,1,0
Ca_02620.1|Ca_LG_1:37419645-37420136|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02621.1|Ca_LG_1:37422351-37423131|minus|,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ca_02622.1|Ca_LG_1:37436377-37436820|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02623.1|Ca_LG_1:37454350-37457081|plus|,1603,940,1065,1690,290,466,922,117,1224,2344,1122,288,0,0,5,1
Ca_02624.1|Ca_LG_1:37457601-37460083|minus|,428,266,403,528,224,111,182,219,452,357,200,98,52,7,57,2
Ca_02625.1|Ca_LG_1:37462152-37468107|minus|,91,175,62,49,4,5,8,2,10,15,36,0,0,0,0,0
Ca_02626.1|Ca_LG_1:37472293-37473799|plus|,352,620,328,398,392,565,748,277,455,1713,784,174,14,10,24,3
Ca_02627.1|Ca_LG_1:37476070-37477035|minus|,21,14,5,15,2,4,2,2,3,4,0,0,0,0,2,0
Ca_02628.1|Ca_LG_1:37477778-37478715|minus|,23,41,25,27,32,20,19,24,23,78,34,4,0,0,0,0
Ca_02629.1|Ca_LG_1:37486119-37487961|plus|,86,149,91,124,259,246,240,281,169,437,191,103,39,68,58,1
Ca_02630.1|Ca_LG_1:37490492-37492183|plus|,2,8,3,5,0,0,1,2,2,4,0,0,0,0,0,0
Ca_02631.1|Ca_LG_1:37502570-37503841|minus|,21,23,21,18,28,13,40,7,15,94,61,0,0,0,1,0
Ca_02632.1|Ca_LG_1:37506441-37507803|minus|,710,584,481,724,1052,622,724,896,528,1248,784,480,34,4,102,2
Ca_02633.1|Ca_LG_1:37508363-37510905|minus|,192,319,112,333,65,46,95,58,71,213,76,11,4,6,11,1
Ca_02634.1|Ca_LG_1:37523233-37524791|plus|,8,18,8,6,16,13,14,31,43,59,6,1,0,0,1,0
Ca_02635.1|Ca_LG_1:37530663-37531724|minus|,2328,1410,1777,2234,335,252,120,101,285,702,293,10,3,0,3,1
Ca_02636.1|Ca_LG_1:37533689-37534239|minus|,960,582,366,793,11306,7233,19313,5233,6836,25456,11834,3283,11,12,4,4
Ca_02637.1|Ca_LG_1:37541215-37544083|minus|,31,28,14,7,66,25,83,16,55,350,39,7,0,0,0,0
Ca_02638.1|Ca_LG_1:37549258-37552480|plus|,110,127,97,70,728,565,940,763,411,1139,408,176,76,180,128,15
Ca_02639.1|Ca_LG_1:37552975-37559164|minus|,45,220,25,33,5428,3237,3679,2898,2396,6698,2439,2189,33,117,72,24
Ca_02640.1|Ca_LG_1:37561399-37564694|minus|,3,19,3,6,260,177,275,185,164,480,182,88,6,34,17,1
Ca_02641.1|Ca_LG_1:37569577-37574822|minus|,33,90,16,37,48,50,27,78,20,34,20,4,0,2,3,0
Ca_02642.1|Ca_LG_1:37578154-37578510|plus|,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Ca_02643.1|Ca_LG_1:37579137-37583003|minus|,382,487,272,360,273,257,386,167,441,1108,550,56,12,8,19,1
Ca_02644.1|Ca_LG_1:37589367-37593010|plus|,225,329,151,261,409,340,418,393,342,922,369,210,44,105,92,5
Ca_02645.1|Ca_LG_1:37595748-37598508|plus|,35,45,25,63,47,100,119,158,118,221,162,104,29,35,24,2
Ca_02646.1|Ca_LG_1:37605326-37607897|plus|,9,14,0,4,11,3,8,4,2,24,2,3,4,11,6,0
Ca_02647.1|Ca_LG_1:37609276-37611624|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02648.1|Ca_LG_1:37618834-37621523|plus|,137,178,79,145,6,85,80,128,39,19,18,24,0,0,0,0
Ca_02649.1|Ca_LG_1:37630714-37635744|plus|,64,86,70,59,147,222,128,113,157,590,182,94,62,85,55,11
Ca_02650.1|Ca_LG_1:37637609-37642165|minus|,90,251,124,97,240,243,297,121,324,1048,375,63,19,37,48,3
Ca_02651.1|Ca_LG_1:37649388-37654959|plus|,1,1,0,1,0,0,1,0,0,7,0,0,0,0,0,0
Ca_02652.1|Ca_LG_1:37657003-37663425|plus|,196,225,142,170,173,199,288,160,206,672,311,122,53,84,145,0
Ca_02653.1|Ca_LG_1:37668098-37672441|plus|,37,39,42,62,44,29,41,11,49,111,69,37,8,19,9,0
Ca_02654.1|Ca_LG_1:37677483-37678180|minus|,44,68,45,49,51,58,62,26,97,186,72,21,0,0,2,1
Ca_02655.1|Ca_LG_1:37682678-37685384|plus|,2360,5649,2158,2543,3678,4284,6500,2436,5098,13710,6288,789,59,62,154,11
Ca_02656.1|Ca_LG_1:37690958-37693387|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_02657.1|Ca_LG_1:37694356-37697789|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ca_02657.2|Ca_LG_1:37694532-37697587|minus|,200,190,87,135,86,123,220,80,190,566,357,95,1,0,0,0
Ca_02658.1|Ca_LG_1:37710739-37716988|minus|,254,339,251,230,205,250,394,177,322,843,463,120,24,46,56,2
Ca_02659.1|Ca_LG_1:37718058-37718809|plus|,6,16,4,4,1,0,1,0,1,5,0,0,0,0,0,0
Ca_02660.1|Ca_LG_1:37719301-37720368|plus|,2,3,1,6,1,0,0,1,1,3,0,0,1,0,0,0
Ca_02661.1|Ca_LG_1:37721178-37724236|minus|,1682,2917,1191,2211,908,899,1538,559,1844,4905,2275,292,155,185,199,20
Ca_02662.1|Ca_LG_1:37726609-37732416|minus|,607,749,428,658,518,565,770,416,781,1832,803,329,95,155,144,4
Ca_02663.1|Ca_LG_1:37734272-37735504|plus|,44,25,27,26,12,26,14,7,27,82,35,3,0,0,0,0
Ca_02664.1|Ca_LG_1:37740212-37745726|minus|,265,661,188,262,79,135,157,68,235,458,247,89,0,0,0,0
Ca_02665.1|Ca_LG_1:37752206-37755154|minus|,37,67,56,36,90,131,200,160,158,240,153,108,17,58,57,2
Ca_02666.1|Ca_LG_1:37784185-37790266|minus|,82,137,108,76,15,96,99,6,128,311,202,2,0,0,0,0
Ca_02667.1|Ca_LG_1:37803741-37804707|plus|,0,21,5,3,0,0,5,0,0,3,2,0,0,0,0,0
Ca_02668.1|Ca_LG_1:37808902-37812695|minus|,2,15,12,3,0,0,0,0,0,2,1,0,0,0,0,0
Ca_02669.1|Ca_LG_1:37817903-37819012|minus|,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Ca_02670.1|Ca_LG_1:37829546-37830072|plus|,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
